anno,nivel_panel,seccion,grupo_rev4_homologado,descripcion_nivel,epoca,ciiu_version,rotacion,vbp_pp,vbp_pb,vab_pp,vab_pb,vab_pb_estimado,consumo_intermedio_estimado,consumo_intermedio,remuneraciones,costo_laboral,puestos_trabajo,n_empresas,fbcf,fbkf_maq_eq,adquisiciones_importadas,adquisiciones_origen_importado,importaciones_maquinaria,consumo_capital_fijo,impuestos_netos,stock_capital,stock_capital_imputado,capital_variable_adelantado,capital_circulante_constante_adelantado,capital_circulante_adelantado,capital_total_adelantado,ganancia_pb,ganancia_pp,tasa_ganancia_pb,tasa_ganancia_pp,part_salarial,productividad,vbp_pp_constante_2005,vbp_pb_constante_2005,vab_pp_constante_2005,vab_pb_constante_2005,vab_pb_estimado_constante_2005,consumo_intermedio_estimado_constante_2005,consumo_intermedio_constante_2005,remuneraciones_constante_2005,costo_laboral_constante_2005,consumo_capital_fijo_constante_2005,stock_capital_imputado_constante_2005,capital_total_adelantado_constante_2005,ganancia_pb_constante_2005,ganancia_pp_constante_2005,tasa_ganancia_pb_constante_2005,tasa_ganancia_pp_constante_2005,productividad_constante_2005,deflactor_vab_bcu_2005,deflactor_2005,fuente_deflactor,fuente_base_bcu,metodo_empalme_bcu,calidad_deflactor_bcu,codigos_bcu_deflactor,dato_preliminar_bcu,nota_deflactor_bcu,vab_bcu_corriente,vab_bcu_constante_fuente,metodo_capital_eaae,metodo_stock_capital,metodo_consumo_capital_fijo,calidad_capital_eaae,codigos_capital_fuente,archivos_capital_fuente,participacion_vab_pp_rama_c,codigos_fuente_incluidos,divisiones_publicadas_incluidas,tipo_homologacion,calidad_homologacion,notas_homologacion
2001,subrama_industrial,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,1,Rev.3,6.6,2591127000,,630961000,,608894051.6355256,1982232948.3644743,1960166000,305833000,305833000,2509,,72594178.29615502,42189252.94650716,22057703.556318756,,,85961000,1677000,752063000,752063000,46338333.333333336,300338325.50976884,343333181.8181818,1095396181.8181818,217100051.63552558,239167000,0.19819317908811254,0.21833835462437087,0.48470983151098085,251479.07532881625,4076165897.9556165,,992580337.1042691,,957866275.4642113,3118299622.4914045,3083585560.851347,481113447.95892286,481113447.95892286,135227372.78186777,1183088885.1508222,1723194795.5766206,341525454.7234207,376239516.3634785,0.3117825864214199,0.34347345974766985,395607.9462352607,0.6356775128557866,0.6356775128557866,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D.34 - D.35,FALSE,Agregado BCU compatible con material de transporte.,1218567581.9441473,1068486258.2976063,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,34|35,2 Digitos/EAE_cu15afe2_01.xls|2 Digitos/EAE_cu2afe2_01.xls,0.020508892503357686,34|35,34-35,grupo_compatible_rev4,media,Rev3 34-35 se agregan por la publicacion agrupada de 2001.
2001,subrama_industrial,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,1,Rev.3,6.6,1078655000,,389024000,,389024000,689631000,689631000,227199000,227199000,2735,,44758515.37176371,26012117.92529491,13599851.763093673,,,62141000,3537000,227575000,227575000,34424090.909090914,104489545.45454545,138913636.36363637,366488636.3636364,99684000,99684000,0.27199751945676104,0.27199751945676104,0.5840230936908777,142239.12248628883,1549735954.890279,,558922435.9180979,,558922435.9180979,990813518.9721811,990813518.9721811,326423610.15812886,326423610.15812886,89279836.43782009,326963820.6230493,526545203.8246114,143218989.32214895,143218989.32214895,0.39078698522058564,0.39078698522058564,204359.20874519116,0.6960250206470615,0.6960250206470615,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D.UU,FALSE,Fila BCU de otras industrias manufactureras.,1797311644.4240153,1439311202.2338223,extraccion_directa_subrama_eaae,stock_capital_directo_subrama,consumo_capital_fijo_directo_subrama,directo,36,2 Digitos/EAE_cu15afe2_01.xls|2 Digitos/EAE_cu2afe2_01.xls,0.012644920046129982,36,36,grupo_compatible_rev4,media,Rev3 36 se abre en Rev4 31 y 32; se mantiene agregado.
2002,economia_total,economia_total,,Economia total EAAE,2,Rev.3,4.2,228293239248,,106353797467,,97981985581.22955,130311253666.77045,121939441781,42622839206,42622839206,339997,12298,,,,,,11163880916,7193975850,,138607798179.6866,10148295049.047619,31026488968.278675,39181495473.09524,177789293652.78186,44195265459.22955,52567077345,0.24858226584521914,0.29567065746749754,0.4007646197986041,312808.0467386477,288719969348.5808,,134504487500.04506,,123916748331.71179,164803221016.86905,154215481848.53577,53904639794.16166,53904639794.16166,14118838413.68274,175295770359.80487,224848180274.73282,55893270123.86739,66481009292.20067,0.31437927996398696,0.37393145518670234,395604.9244553483,0.790708172223357,0.790708172223357,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo_total_economia,__TOTAL_VAB_SECTORES__,FALSE,VAB de sectores de actividad BCU; en base 1997 figura como Subtotal.,269888850282.87894,190250096284.211,agregacion_secciones_eaae,stock_original_e_imputado_agregado_desde_panel_eaae,suma_consumo_capital_fijo_original_eaae,directo_agregado,,,,,,,,
2002,industria_total,C,,Industria manufacturera EAAE,2,Rev.3,6.6,104934883446,,39381506784,,32589107907.964565,72345775538.03543,65553376662,9421078355,9421078355,76575,2884,,,,,,3758469943,5924169665,,38087990148.781006,1427436114.3939395,10961481142.126581,11359765911.666668,49447756060.44768,19409559609.964565,26201958486,0.3925266009288115,0.5298917599813685,0.2392259495471518,514286.73567091086,136170303282.05879,,51103994652.46799,,42289737804.90185,93880565477.15694,85066308629.5908,12225401646.389223,12225401646.389223,4877234101.834047,49425443662.23603,64166611885.86937,25187102056.678577,34001358904.24472,0.5093679483835114,0.6876218783857365,667371.7878219783,0.7706150380574629,0.7706150380574629,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D,FALSE,Total industria manufacturera BCU Rev.3.,37832085628.164955,27363961683.431435,rama_c_panel_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_rama_c,consumo_capital_fijo_original_rama_c,imputado,,,,,,,,
2002,subrama_industrial,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,2,Rev.3,6.6,46446431795,,15075498763,,12857497967.866652,33588933827.133347,31370933032,3999322788,3999322788,34768,,,,,,,1618929900,2133912425,,18869813422.63023,605957998.1818182,5089232398.050508,5359129669.69697,24228943092.3272,7239245279.866652,9457246075,0.29878502138044843,0.39032846125239823,0.265286266867375,433602.70257132995,63717376984.730705,,20681270891.907757,,17638514164.33589,46078862820.39481,43036106092.82295,5486457148.987116,5486457148.987116,2220923389.883677,25886488348.2975,33238391869.783875,9931133625.4651,12973890353.036964,0.409887199273256,0.5354707509773929,594836.3694175034,0.7289445045129599,0.7289445045129599,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D.15-D.16,FALSE,Agregado BCU compatible con el grupo EAAE.,12922489999.346445,9881159461.169785,extraccion_directa_subrama_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_subrama_2003_2005,consumo_capital_fijo_directo_subrama,directo_con_stock_imputado,15|16,EAE_C2_2002.xls,0.3828220907181984,15|16,15|16,grupo_compatible_rev4,media,Rev3 15 se abre en Rev4 10 y 11; se agrega con tabaco por restricciones publicadas en 2001 y en varios anos Rev4.|Rev3 16 corresponde a Rev4 12; se agrega con alimentos y bebidas por compatibilidad larga.
2002,subrama_industrial,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,2,Rev.3,6.6,14781830140,,3884150476,,3862348795.7788396,10919481344.22116,10897679664,1160592876,1160592876,12244,,,,,,,379781963,-452850123,,3284479216.295936,175847405.45454547,1654466870.3365395,1827010990.909091,5111490207.205027,2321973956.7788396,2343775637,0.45426555909387134,0.45853078886784787,0.29880224341751277,317228.8856582816,19664661151.067184,,5167188517.72006,,5138185163.60135,14526475987.465836,14497472633.347124,1543967521.2559664,1543967521.2559664,505234030.0862187,4369429917.301315,6799951152.847238,3088983612.2591653,3117986966.3778753,0.60432153580281,0.6099956842297849,422018.0102678913,0.7516951360841426,0.7516951360841426,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D.17 a D.19,FALSE,Agregado BCU compatible con el grupo EAAE.,5790923369.509413,4294002048.5368137,extraccion_directa_subrama_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_subrama_2003_2005,consumo_capital_fijo_directo_subrama,directo_con_stock_imputado,17|18|19,EAE_C2_2002.xls,0.09863279678253956,17|18|19,17|18|19,grupo_compatible_rev4,media,Rev3 17-19 se agregan por la publicacion agrupada de 2001.
2002,subrama_industrial,C,16_madera,Madera y productos de madera,2,Rev.3,6.6,880283267,,398336839,,397677553.0970304,482605713.9029696,481946428,108061813,108061813,1502,,,,,,,47452126,-7563465,,407448295.3941302,16373001.96969697,73122077.8640863,89395188.03030303,496843483.42443323,242163614.0970304,242822900,0.4874042272386208,0.48873117611681793,0.2712824986794656,265204.28695073235,1118011771.3727918,,505911326.1247855,,505073994.06605834,612937777.3067335,612100445.2480063,137244888.6613738,137244888.6613738,60267004.308131315,517483414.20695895,631020586.0114105,307562101.0965532,308399433.15528035,0.6190321728217483,0.6207174763160317,336825.11726017675,0.7873649361662014,0.7873649361662014,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,proxy_grupo_amplio,D.20 a D.22,FALSE,"BCU 1997 agrega madera, papel e impresion; se usa proxy amplio.",3743501670.180557,2650074787.1028104,extraccion_directa_subrama_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_subrama_2003_2005,consumo_capital_fijo_directo_subrama,directo_con_stock_imputado,20,EAE_C2_2002.xls,0.010115230276183095,20,20,uno_a_uno_aproximado,baja,Correspondencia principal Rev3 20 a Rev4 16.
2002,subrama_industrial,C,17_18_papel_impresion,Papel impresion y reproduccion,2,Rev.3,6.6,5317568213,,2206102064,,2205768001.8111305,3111800211.1888695,3111466149,897454109,897454109,5466,,,,,,,412360089,4306668,,2772423757.6492295,135977895.3030303,471484880.48316205,607412160.3030304,3379835917.95226,895953803.8111305,896287866,0.26508795857580025,0.26518679834109626,0.40680534397976975,403604.4756677644,6753625883.941494,,2801879995.7511997,,2801455717.029193,3952170166.912301,3951745888.1902943,1139819755.4616027,1139819755.4616027,523721682.359699,3521142014.7163,4292591354.6635575,1137914279.2078915,1138338557.929898,0.33667737334933084,0.3368029056924109,512601.5359954628,0.7873649361662014,0.7873649361662014,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,proxy_grupo_amplio,D.20 a D.22,FALSE,"BCU 1997 agrega madera, papel e impresion; se usa proxy amplio.",3743501670.180557,2650074787.1028104,extraccion_directa_subrama_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_subrama_2003_2005,consumo_capital_fijo_directo_subrama,directo_con_stock_imputado,21|22,EAE_C2_2002.xls,0.05602100585560658,21|22,21|22,grupo_compatible_rev4|parcial_con_cambio_de_seccion,alta,Rev3 22 incluye edicion/publicacion que en Rev4 pasa fuera de manufactura; se mantiene grupo con advertencia.
2002,subrama_industrial,C,19_refinacion,Coque y refinacion de petroleo,2,Rev.3,6.6,16661607730,,10240536350,,3943417045.675357,12718190684.324642,6421071380,210195676,210195676,890,,,,,,,192695780,4227698937,,3114417090.3490243,31847829.6969697,1926998588.5340369,1004737432.7272727,4119154523.076297,3540525589.675357,9837644894,0.8595272573147356,2.3882679901634227,0.020525846383036374,11506220.617977528,21854693776.50082,,13432304352.803019,,5172500359.079601,16682193417.421217,8422389423.697801,275709415.71582556,275709415.71582556,252755156.17507404,4085117889.273379,5403011652.820897,4644035787.188703,12903839780.912119,1.1274245142229842,3.132642805367539,15092476.800902268,0.7623812028844501,0.7623812028844501,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D.23,FALSE,Fila BCU compatible.,1648234444.3107424,1205044195.5605369,extraccion_directa_subrama_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_subrama_2003_2005,consumo_capital_fijo_directo_subrama,directo_con_stock_imputado,23,EAE_C2_2002.xls,0.2600446988330736,23,23,uno_a_uno_aproximado,media,Correspondencia principal Rev3 23 a Rev4 19.
2002,subrama_industrial,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,2,Rev.3,6.6,11539961981,,4271371028,,4245638247.4870205,7294323733.5129795,7268590953,1554242318,1554242318,8322,,,,,,,497162027,43021693,,4367175252.075062,235491260.3030303,1105200565.6837847,1336792919.848485,5703968171.923547,2194233902.4870205,2219966683,0.38468550951732605,0.3891968917230759,0.3638743410046841,513262.5604422014,14101596600.011402,,5219527695.585396,,5188082766.149049,8913513833.862354,8882068904.426006,1899252200.5868332,1899252200.5868332,607521789.1654141,5336598490.333937,6970131991.093458,2681308776.3968015,2712753705.8331485,0.47007779419158024,0.4755906106184193,627196.3104524629,0.8183443554888437,0.8183443554888437,bcu_indice_implicito_vab,1997,normalizacion_2005_desde_base_1997,directo,D.24 - D.25,FALSE,Agregado BCU compatible con el grupo EAAE.,4167634565.9617167,2838636021.430755,extraccion_directa_subrama_eaae,stock_imputado_ratio_stock_consumo_capital_fijo_subrama_2003_2005,consumo_capital_fijo_directo_subrama,directo_con_stock_imputado,24|25,EAE_C2_2002.xls,0.10846574384559221,24|25,24|25,grupo_compatible_rev4,alta,Rev3 24 se abre en Rev4 20 y 21; se agrega con caucho y plastico por restricciones publicadas en 2001.|Rev3 25 corresponde a Rev4 22; se agrega con quimicos/farmaceuticos por compatibilidad larga.
